Product_ID,Product_Name,Product_Description,Ingredients,Claims,Packaging_Type,Packaging_Recyclable,Contains_Chemicals,Organic_Claim,Vegan_Claim,Cruelty_Free,Biodegradable,Carbon_Footprint_Level,Country_of_Origin,Price_INR,Shelf_Life_Months,Consumer_Rating,Eco_Label_Class
F103,Cold Drink,Carbonated soft drink,"sugar, water",Refreshing,Metal,No,Yes,No,No,Yes,Yes,Low,India,180,11,5,Eco
F198,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Glass,No,No,Yes,Yes,Yes,Yes,Low,India,134,19,4.8,Eco
F200,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,No,No,Medium,India,314,48,4.6,Not Eco
F155,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,Yes,No,No,Yes,No,High,India,116,46,4.8,Not Eco
F137,,Natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,Yes,No,Yes,Yes,Yes,Low,India,196,24,4.1,Not Eco
F062,Organic Pulses batch,Naturally grown pulses,Lentils,Organic farming,Glass,Yes,No,No,Yes,No,No,High,India,309,38,4.5,Eco
F165,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",fast cooking batch,Paper,No,No,No,Yes,No,No,High,India,71,35,3.7,Not Eco
F051,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,,No,Yes,Yes,No,No,Yes,High,India,350,24,4.8,Eco
F172,,Pure natural honey,Honey,No additives,Paper,No,No,No,Yes,Yes,No,High,India,543,44,4.1,Eco
F152,instant Noodles,Quick cook noodles,"Refined flour, preservatives",fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Eco
F059,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Metal,Yes,No,Yes,No,No,Yes,Medium,India,69,56,4.4,Eco
F118,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,Yes,No,No,Yes,Medium,India,179,45,5,Eco
F160,Organic Pulses offer,Naturally grown pulses,Lentils,Organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F096,Green Tea Bags,Natural green tea pack,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,Yes,Yes,Low,India,128,23,4,Not Eco
F180,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,Yes,Yes,No,Medium,India,147,10,4.3,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F062,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,Yes,No,No,Yes,No,No,High,India,309,38,4.5,Eco
F186,,Refined sunflower oil pack,Sunflower oil batch,light and healthy,,Yes,No,No,No,Yes,Yes,Low,India,336,11,4.3,Not Eco
F052,Organic Honey,Pure natural honey,,No additives,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,117,34,4,Not Eco
F012,Organic Brown Rice,,Brown rice,Organic certified,Glass,,No,No,No,Yes,No,High,India,448,19,3.9,Not Eco
F039,instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Metal,No,No,No,No,No,Yes,Medium,India,161,36,4.2,Eco
F130,,Traditional spice blend,,No preservatives,Paper,No,Yes,Yes,No,Yes,No,Medium,India,364,13,3.6,Not Eco
F131,Chocolate Bar,Milk chocolate pack,"Sugar, cocoa",Rich taste,Metal,Yes,No,Yes,No,Yes,Yes,Low,India,505,35,4.7,Eco
F113,Cold Drink,,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F101,instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking batch,Paper,Yes,Yes,Yes,No,Yes,No,Low,India,95,2,4,Eco
F113,Cold Drink,Carbonated soft drink,"sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F184,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Metal,No,No,No,No,No,Yes,Medium,India,264,1,4.9,Eco
F081,Green Tea Bags,Natural green tea pack,Green tea leaves,,Plastic,No,Yes,Yes,Yes,Yes,Yes,Medium,India,163,6,4.2,Not Eco
F187,Organic Honey,Pure natural honey,Honey,No additives,Glass,Yes,No,Yes,Yes,No,No,Low,India,304,,,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F002,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,No,No,Yes,No,Medium,India,436,18,4.9,Eco
F130,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives offer,,No,Yes,Yes,No,Yes,No,Medium,India,364,13,3.6,Not Eco
F054,Organic Spice Mix,Traditional spice blend pack,Natural spices,No preservatives,Paper,,No,No,No,Yes,Yes,Low,India,530,34,,Eco
F087,Organic Pulses,Naturally grown pulses,Lentils,,,No,Yes,Yes,Yes,Yes,Yes,Low,India,71,55,4.3,Not Eco
F129,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,Yes,Yes,No,No,No,No,Medium,India,568,25,3.6,Not Eco
F147,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F126,Organic Brown Rice,Whole grain organic rice,Brown rice,organic certified,Plastic,Yes,Yes,No,No,No,Yes,High,India,406,1,4.8,Eco
F130,Organic Spice Mix,Traditional spice blend,Natural spices pack,No preservatives,Paper,No,Yes,Yes,No,Yes,No,Medium,India,364,13,3.6,Not Eco
F053,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,,No,No,Yes,Yes,No,Low,India,573,21,3.9,Eco
F172,Organic Honey,Pure natural honey,Honey,No additives,Paper,No,No,No,Yes,Yes,No,High,India,543,44,,Not Eco
F160,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F198,Organic Brown Rice new,Whole grain organic rice,Brown rice,Organic certified,,No,No,Yes,Yes,Yes,Yes,Low,India,134,19,4.8,Eco
F160,Organic Pulses,Naturally grown pulses offer,Lentils offer,,Paper,,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F068,Cold Drink,Carbonated soft drink,"sugar, water",Refreshing,Metal,,No,No,Yes,No,Yes,High,India,550,4,4.3,Not Eco
F183,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,No,Yes,No,Yes,No,High,India,537,24,4.8,Not Eco
F184,Cooking Oil,Refined sunflower oil,,Light and healthy,Metal,No,No,No,No,No,Yes,Medium,India,264,1,4.9,Eco
F123,Cooking Oil batch,Refined sunflower oil pack,sunflower oil,Light and healthy,,No,Yes,Yes,Yes,Yes,No,Low,India,134,30,4.6,Eco
F145,,,Honey,No additives,Metal,Yes,No,No,Yes,No,Yes,Medium,India,381,8,4.1,Not Eco
F038,Cooking Oil,refined sunflower oil,,Light and healthy,Glass,Yes,Yes,No,No,No,No,High,India,141,39,4.6,Eco
F024,Organic Spice Mix pack,Traditional spice blend,Natural spices pack,No preservatives,Glass,Yes,No,Yes,Yes,No,Yes,High,India,98,46,3.6,Not Eco
F069,Organic Honey,Pure natural honey,Honey,no additives offer,Paper,No,Yes,No,No,No,No,Low,India,132,39,4.7,Eco
F116,Organic Pulses,Naturally grown pulses batch,Lentils,Organic farming,,Yes,No,No,No,Yes,No,Low,India,278,10,,Not Eco
F098,Organic Honey,,Honey,No additives,Plastic,Yes,Yes,No,Yes,No,No,Medium,India,109,35,4,Eco
F198,Organic Brown Rice batch,Whole grain organic rice,Brown rice,Organic certified,Glass,No,No,Yes,Yes,Yes,Yes,Low,India,134,19,4.8,Eco
F139,Organic Pulses,Naturally grown pulses,Lentils pack,,Metal,No,Yes,No,No,No,No,Low,India,526,10,4.7,Eco
F144,Organic Pulses,,Lentils,Organic farming,Glass,No,No,Yes,No,No,No,High,India,,30,4.5,Eco
F097,Organic Honey,Pure natural honey,Honey,No additives,Metal,No,Yes,Yes,Yes,Yes,No,High,India,409,57,4.4,Not Eco
F124,Instant Noodles,quick cook noodles,"Refined flour, preservatives",fast cooking,Plastic,No,Yes,No,Yes,Yes,Yes,Low,India,181,49,4.2,Eco
F187,Organic Honey,Pure natural honey,Honey,No additives,,Yes,No,Yes,Yes,No,No,Low,India,304,,4.5,Eco
F070,Packaged Bread batch,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,No,No,No,Yes,Yes,Yes,Medium,India,530,47,4.2,Eco
F093,Organic Pulses,,Lentils,Organic farming,Glass,Yes,No,No,No,No,No,High,India,558,29,4,Eco
F003,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Paper,No,Yes,No,Yes,No,No,Medium,India,395,26,4.1,Not Eco
F148,Green Tea Bags,Natural green tea,Green tea leaves new,Antioxidant rich,Glass,Yes,No,Yes,No,No,No,Medium,India,320,35,4.1,Eco
F187,Organic Honey,Pure natural honey,Honey pack,No additives,Glass,Yes,No,Yes,Yes,No,No,Low,India,304,7,4.5,Eco
F164,Organic Honey,Pure natural honey,Honey,No additives pack,Metal,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Not Eco
F147,Organic Spice Mix,,Natural spices,No preservatives,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F090,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
F195,Green Tea Bags,Natural green tea new,Green tea leaves,,Plastic,No,Yes,No,No,No,No,Low,India,599,7,3.9,Not Eco
F147,Organic Spice Mix,Traditional spice blend,Natural spices offer,No preservatives,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F148,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,No,No,Medium,India,320,35,4.1,Eco
F096,Green Tea Bags,Natural green tea,Green tea leaves,antioxidant rich,Glass,Yes,No,Yes,No,Yes,Yes,Low,India,128,23,4,Not Eco
F199,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,Yes,No,No,Yes,No,No,Medium,India,550,21,4.9,Not Eco
F052,Organic Honey,Pure natural honey,Honey,No additives,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,117,34,4,Not Eco
F161,Organic Honey,Pure natural honey,honey,No additives pack,Glass,No,Yes,No,No,Yes,Yes,High,India,,17,3.7,Eco
F168,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich batch,Paper,No,No,No,Yes,No,No,Medium,India,123,1,4,Not Eco
F128,Green Tea Bags,Natural green tea batch,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F039,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Metal,No,No,No,No,No,Yes,Medium,India,161,36,4.2,Eco
F082,Packaged Bread,,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,Yes,No,Yes,No,High,India,398,48,4.1,Eco
F104,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,Yes,Yes,Yes,No,High,India,186,27,,Not Eco
F129,Green Tea Bags,natural green tea,Green tea leaves,Antioxidant rich pack,Plastic,Yes,Yes,No,No,No,No,Medium,India,568,25,3.6,Not Eco
F011,Cooking Oil new,Refined sunflower oil,Sunflower oil,Light and healthy,Glass,No,No,No,No,Yes,Yes,High,India,419,45,3.7,Eco
F185,Chocolate Bar,milk chocolate,"Sugar, cocoa",Rich taste,Glass,No,No,No,No,No,Yes,Medium,India,326,50,4.4,Eco
F178,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,,No,Yes,Yes,Yes,Yes,Low,India,401,45,4.1,Not Eco
F151,Instant Noodles,Quick cook noodles,,Fast cooking,Paper,No,Yes,No,Yes,No,No,Medium,India,343,5,4.2,Eco
F159,Organic Pulses,Naturally grown pulses pack,Lentils,Organic farming,Metal,No,No,No,No,No,Yes,Medium,India,221,55,4.7,Not Eco
F042,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Metal,Yes,Yes,No,Yes,No,Yes,Medium,India,130,42,3.7,Eco
F099,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Not Eco
F007,Packaged Bread,Soft white bread,"Refined flour, yeast",,Metal,Yes,Yes,No,No,No,No,High,India,364,11,3.6,Not Eco
F144,Organic Pulses,Naturally grown pulses,Lentils,,Glass,No,No,Yes,No,No,No,High,India,458,30,4.5,Eco
F090,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,Yes,No,Yes,Yes,Yes,Low,India,199,14,4.9,Not Eco
F112,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,Yes,No,No,No,High,India,217,8,3.7,Not Eco
F060,chocolate Bar,Milk chocolate,"sugar, cocoa",Rich taste,Glass,Yes,No,No,No,Yes,No,Medium,India,241,48,3.6,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F002,Instant Noodles,Quick cook noodles,,Fast cooking,Paper,No,Yes,No,No,Yes,No,Medium,India,436,18,4.9,Eco
F129,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,Yes,Yes,No,No,No,No,Medium,India,568,25,3.6,Eco
F048,Packaged Bread offer,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,No,No,Yes,Yes,No,Medium,India,345,51,4.5,Eco
F140,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,Yes,Yes,No,No,No,High,India,451,53,4.7,Eco
F197,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,Yes,No,Yes,Yes,Yes,No,High,India,495,5,3.8,Not Eco
F037,Green Tea Bags,Natural green tea new,Green tea leaves,Antioxidant rich,Metal,No,Yes,No,No,Yes,Yes,Medium,India,453,50,3.7,Not Eco
F160,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Eco
F009,Instant Noodles pack,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,No,No,Yes,Yes,Yes,No,Medium,India,227,57,3.9,Eco
F099,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F147,Organic Spice Mix,Traditional spice blend,Natural spices,,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F048,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,,Yes,No,No,Yes,Yes,No,Medium,India,345,51,4.5,Eco
F131,Chocolate Bar,milk chocolate,"Sugar, cocoa",Rich taste,Metal,Yes,No,Yes,No,Yes,Yes,Low,India,505,35,4.7,Eco
F148,Green Tea Bags,Natural green tea,green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,No,No,Medium,India,,35,4.1,Eco
F152,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F054,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,No,No,No,Yes,Yes,Low,India,530,34,4.7,Eco
F120,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,No,No,No,Yes,No,Yes,Medium,India,261,13,4.2,Not Eco
F161,Organic Honey,Pure natural honey,Honey,No additives,Glass,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F152,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,Yes,Yes,Yes,Yes,No,Yes,Medium,India,344,46,4.4,Not Eco
F116,Organic Pulses,naturally grown pulses pack,Lentils,Organic farming,Paper,Yes,No,No,No,Yes,No,Low,India,278,10,4,Not Eco
F075,packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,No,Yes,Yes,No,No,No,Medium,India,129,33,3.8,Eco
F113,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,Yes,No,No,Yes,High,India,499,28,3.7,Eco
F200,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Paper,No,Yes,Yes,No,No,No,Medium,India,314,48,4.6,Not Eco
F164,Organic Honey,Pure natural honey,Honey,No additives,Metal,No,Yes,No,No,No,Yes,Low,India,199,10,4.1,Not Eco
F166,Organic Honey,Pure natural honey,Honey,No additives,Metal,No,Yes,Yes,Yes,Yes,No,Low,India,171,5,3.7,Eco
F104,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,Yes,Yes,Yes,No,High,India,186,27,,Not Eco
F084,Packaged Bread pack,Soft white bread,,Fresh baked,Metal,No,No,No,No,No,No,High,India,106,4,4.7,Eco
F112,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Paper,No,Yes,Yes,No,No,No,High,India,217,8,3.7,Not Eco
F099,,Soft white bread,"Refined flour, yeast new",fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F153,Cold Drink,Carbonated soft drink,"Sugar, water",refreshing,Plastic,Yes,Yes,No,No,No,Yes,High,India,216,21,3.7,Eco
F093,Organic Pulses,Naturally grown pulses,lentils,Organic farming,Glass,Yes,No,No,No,No,No,High,India,558,29,4,Eco
F146,Packaged Bread,soft white bread pack,"Refined flour, yeast",Fresh baked,Paper,No,No,Yes,No,Yes,Yes,High,India,414,3,4.1,Eco
F128,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F110,Instant Noodles,Quick cook noodles,"refined flour, preservatives",Fast cooking,Plastic,Yes,No,Yes,Yes,Yes,No,Low,India,482,32,4.2,Eco
F082,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,Yes,No,Yes,No,High,India,398,48,4.1,Not Eco
F194,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Metal,No,No,Yes,No,No,Yes,High,India,81,42,4,Eco
F054,organic Spice Mix,Traditional spice blend batch,Natural spices,No preservatives,Paper,No,No,No,No,Yes,Yes,Low,India,530,34,4.7,Eco
F163,organic Brown Rice,Whole grain organic rice,Brown rice batch,Organic certified,Metal,Yes,No,Yes,Yes,Yes,Yes,Medium,India,59,58,4.6,Not Eco
F189,instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Glass,Yes,Yes,No,No,No,Yes,Low,India,195,60,3.9,Eco
F169,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,Yes,No,Yes,Yes,Yes,High,India,223,35,4.3,Eco
F161,Organic Honey,Pure natural honey,Honey,No additives,Glass,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
F068,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,No,No,No,Yes,No,Yes,High,India,550,4,4.3,Eco
F033,Cold Drink batch,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,No,Yes,Yes,Yes,Low,India,80,42,3.5,Eco
F142,Chocolate Bar batch,Milk chocolate,,Rich taste,Plastic,No,Yes,Yes,Yes,Yes,No,Low,India,509,29,3.7,Not Eco
F021,Organic Spice Mix,Traditional spice blend pack,Natural spices,No preservatives,Glass,No,Yes,No,No,No,No,Medium,India,294,1,4.7,Eco
F048,Packaged Bread,soft white bread,"Refined flour, yeast",fresh baked,Metal,Yes,No,No,Yes,Yes,No,Medium,India,345,51,4.5,Eco
F148,Green Tea Bags,Natural green tea offer,Green tea leaves,Antioxidant rich,Glass,Yes,No,Yes,No,No,No,Medium,India,320,35,4.1,Not Eco
F128,Green Tea Bags,,Green tea leaves,Antioxidant rich offer,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F136,instant Noodles,Quick cook noodles,"Refined flour, preservatives",fast cooking,Plastic,Yes,No,Yes,No,Yes,No,Medium,India,46,,4.1,Not Eco
F135,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Plastic,No,No,No,No,No,Yes,Low,India,201,37,4.4,Eco
F195,Green Tea Bags new,Natural green tea,Green tea leaves,Antioxidant rich,Plastic,No,Yes,No,No,No,No,Low,India,,7,3.9,Not Eco
F145,Organic Honey,Pure natural honey,Honey,No additives,Metal,Yes,No,No,Yes,No,Yes,Medium,India,381,8,4.1,Not Eco
F128,green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Paper,No,Yes,No,No,Yes,No,High,India,113,47,4.9,Not Eco
F033,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Glass,No,No,No,Yes,Yes,Yes,Low,India,80,,3.5,Not Eco
F176,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Metal,No,No,No,No,No,Yes,Low,India,43,,4.3,Not Eco
F187,Organic Honey,Pure natural honey,Honey,No additives batch,Glass,Yes,No,Yes,Yes,No,No,Low,India,304,7,4.5,Eco
F115,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Metal,No,Yes,No,No,Yes,Yes,Medium,India,270,60,,Eco
F119,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Paper,No,No,Yes,No,No,Yes,High,India,510,19,4,Eco
F022,Cooking Oil,Refined sunflower oil,Sunflower oil batch,Light and healthy,Plastic,Yes,Yes,Yes,Yes,No,No,Low,India,429,22,3.7,Not Eco
F158,,Whole grain organic rice batch,Brown rice,Organic certified,Paper,No,No,No,No,Yes,Yes,Low,India,247,55,4.7,Not Eco
F038,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy batch,Glass,Yes,Yes,No,No,No,No,High,India,141,39,4.6,Eco
F109,Organic Brown Rice,Whole grain organic rice,,Organic certified,Glass,No,No,Yes,No,Yes,No,Low,India,199,24,3.7,Eco
F051,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste,Plastic,No,Yes,Yes,No,No,Yes,High,India,350,24,4.8,Eco
F182,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,Yes,Yes,No,No,Yes,High,India,308,1,4.8,Eco
F008,,,Sunflower oil,Light and healthy,Metal,No,No,Yes,No,Yes,No,High,India,427,57,4.3,Eco
F027,Organic Brown Rice,Whole grain organic rice,brown rice batch,Organic certified pack,Paper,No,No,Yes,No,No,Yes,High,India,483,3,4.4,Eco
F027,Organic Brown Rice,Whole grain organic rice,Brown rice new,Organic certified,Paper,No,No,Yes,No,No,Yes,High,India,483,3,4.4,Eco
F021,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,No,Yes,No,No,No,No,Medium,India,294,1,4.7,Eco
F030,Cold Drink,Carbonated soft drink offer,"Sugar, water",Refreshing,Metal,No,Yes,No,No,Yes,No,Medium,India,288,38,4.4,Eco
F097,Organic Honey pack,Pure natural honey,Honey,No additives,Metal,,Yes,Yes,Yes,Yes,No,High,India,409,57,4.4,Not Eco
F028,packaged Bread,Soft white bread offer,"Refined flour, yeast",Fresh baked,Metal,Yes,Yes,No,Yes,No,No,Low,India,334,54,4.5,Not Eco
F111,Organic Honey,Pure natural honey,Honey,No additives pack,Glass,No,Yes,No,Yes,Yes,Yes,High,India,317,2,4.2,Not Eco
F192,,Traditional spice blend batch,,,Paper,Yes,No,Yes,Yes,No,No,Low,India,115,20,4.3,Eco
F197,Chocolate Bar,Milk chocolate,"sugar, cocoa",Rich taste,Plastic,Yes,No,Yes,Yes,Yes,No,High,India,495,5,3.8,Not Eco
F061,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,,Yes,No,Yes,Yes,Yes,Yes,High,India,435,50,,Not Eco
F048,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Metal,Yes,No,No,Yes,Yes,No,Medium,India,345,51,4.5,Eco
F147,organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Plastic,No,No,No,No,Yes,No,Low,India,349,18,3.6,Eco
F004,Chocolate Bar,Milk chocolate new,"Sugar, cocoa",Rich taste,Glass,Yes,Yes,No,No,No,No,High,India,269,57,4.5,Not Eco
F035,Instant Noodles,quick cook noodles,,Fast cooking,Metal,Yes,No,Yes,Yes,No,No,Low,India,332,34,5,Not Eco
F192,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,,Yes,No,Yes,Yes,No,No,Low,India,115,20,4.3,Eco
F049,cold Drink,Carbonated soft drink,"Sugar, water pack",Refreshing,Metal,Yes,No,Yes,Yes,No,No,High,India,175,26,3.9,Eco
F017,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,,Yes,Yes,Yes,No,Yes,Medium,India,430,6,3.7,Eco
F172,Organic Honey,Pure natural honey,Honey new,No additives,Paper,No,No,No,Yes,Yes,No,High,India,543,44,4.1,Eco
F158,Organic Brown Rice,Whole grain organic rice,Brown rice,Organic certified,Paper,No,No,No,No,Yes,Yes,Low,India,247,55,4.7,Not Eco
F046,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Glass,No,No,Yes,No,Yes,Yes,Low,India,114,53,4.5,Not Eco
F117,Organic Pulses,Naturally grown pulses,Lentils,Organic farming batch,Metal,Yes,Yes,Yes,Yes,Yes,No,Low,India,177,59,4.1,Eco
F006,Cold Drink,Carbonated soft drink,"Sugar, water new",Refreshing,Paper,No,No,Yes,No,No,Yes,Medium,India,158,23,4.8,Eco
F099,Packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F124,Instant Noodles,Quick cook noodles,"Refined flour, preservatives",Fast cooking,Plastic,No,Yes,No,Yes,Yes,Yes,Low,India,181,49,4.2,Eco
F037,Green Tea Bags,Natural green tea,Green tea leaves,Antioxidant rich,Metal,No,Yes,No,No,Yes,Yes,Medium,India,453,50,3.7,Not Eco
F024,Organic Spice Mix,Traditional spice blend,Natural spices,No preservatives,Glass,Yes,No,Yes,Yes,No,Yes,High,India,98,46,3.6,Not Eco
F093,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Glass,Yes,No,No,No,No,No,High,India,558,29,4,Eco
F046,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Glass,No,No,Yes,No,Yes,Yes,Low,India,,53,4.5,Not Eco
F181,Chocolate Bar,Milk chocolate,"Sugar, cocoa",Rich taste offer,Plastic,No,No,Yes,Yes,No,No,Low,India,246,43,3.6,Not Eco
F095,Cold Drink,Carbonated soft drink,"Sugar, water",Refreshing,Metal,Yes,No,No,Yes,Yes,Yes,Medium,India,147,44,4.7,Not Eco
F099,packaged Bread,Soft white bread,"Refined flour, yeast",Fresh baked,Glass,Yes,Yes,No,No,Yes,No,High,India,35,52,5,Eco
F188,Organic Honey,Pure natural honey offer,,No additives,Metal,No,Yes,No,Yes,No,No,High,India,551,9,4.2,Not Eco
F116,Organic Pulses,Naturally grown pulses,Lentils,organic farming pack,Paper,Yes,No,No,No,Yes,No,Low,India,278,10,4,Eco
F191,Cooking Oil,Refined sunflower oil,Sunflower oil,Light and healthy,Paper,Yes,No,Yes,No,No,Yes,Low,India,525,49,4.4,Eco
F160,Organic Pulses,Naturally grown pulses,Lentils,Organic farming,Paper,No,No,No,No,No,No,Low,India,386,28,4.6,Not Eco
F161,,Pure natural honey,Honey,No additives new,Glass,No,Yes,No,No,Yes,Yes,High,India,330,17,3.7,Eco
